trial,sharpe_ratio,k,min_prob_threshold,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,xgb_colsample_bytree,xgb_gamma,xgb_min_child_weight,xgb_reg_alpha,xgb_reg_lambda,final_capital,max_drawdown,alpha,beta,annual_volatility,elapsed_sec,fold_sharpes
24,1.269127,11,0.54,350,6,0.03050007954629396,0.8500000000000001,0.9,1.391111718307084,10,0.09727588577941787,2.894781311108471,221.5369,-0.11447,0.088793,0.017138,0.07317,23.4,"[1.0963, 0.6266, 3.8409, 0.4581, 1.9914, 0.2883, 1.3026, 0.3686, 2.1209]"
38,1.265568,15,0.51,50,8,0.039139688107159946,0.5,0.7,0.07874050926502074,8,0.8266750076871137,1.4814546570043146,198.5505,-0.067702,0.077651,0.008854,0.063018,16.5,"[0.4875, 2.3772, 2.6875, 1.4705, 1.8748, 0.8489, 1.2365, -0.8036, 1.238]"
9,1.254312,14,0.59,100,6,0.13297554090738672,0.8,0.9,2.4689779818219537,6,0.42754101835854963,0.6143860703484283,175.2052,-0.062865,0.061666,0.013687,0.051754,15.8,"[0.8559, 1.4614, 2.2453, 1.5312, 1.1755, 0.9101, 0.1457, 1.2872, 1.3945]"
6,1.241493,14,0.51,100,2,0.03023795012558475,0.7,0.6,4.143687545759647,4,0.28093450968738076,2.942132374212118,210.5399,-0.141504,0.082332,0.019089,0.069968,14.0,"[1.294, 3.2332, 4.112, 0.778, -1.4732, 0.3605, 0.629, 1.133, 0.9515]"
11,1.221956,6,0.53,500,7,0.08622121759478739,0.95,0.9,0.9328502944301792,9,0.5393422419156507,4.133480698238282,261.2689,-0.15711,0.109164,0.016909,0.092622,27.7,"[0.9165, 1.026, 0.5717, 1.8838, 2.4324, 1.2416, 1.6678, -1.0819, 2.509]"
27,1.220514,9,0.55,250,7,0.043155083119126796,0.55,0.8,1.4558561552776497,9,0.821622994481856,2.887241890016622,226.1619,-0.0882,0.088711,0.028983,0.078322,23.4,"[0.3495, 1.6018, 2.7723, 1.4893, 1.6605, 0.8344, 0.8116, 0.5309, 0.7768]"
19,1.213914,6,0.61,350,6,0.02682340071744448,0.8500000000000001,1.0,0.40559657178721975,9,0.41746487612123656,1.3453652633516184,178.4088,-0.074543,0.060367,0.028607,0.055326,24.2,"[0.9609, 1.7544, 2.2948, 2.0019, 1.5335, 0.6114, 1.1215, -0.266, 1.1078]"
53,1.212641,15,0.52,500,2,0.014050039696672142,0.8500000000000001,0.75,3.120568153908913,10,0.7912386622696954,4.129229951943061,189.0392,-0.12438,0.071674,0.010071,0.061078,24.5,"[0.3616, 2.7402, 4.1022, 0.9302, -1.2432, 1.3, 1.3485, 0.2392, 1.4771]"
33,1.183787,11,0.51,250,4,0.09599168062106081,0.6,0.65,1.3235084629941367,10,0.7336430767594686,0.741943496037049,213.8019,-0.097868,0.086991,0.008405,0.075172,17.9,"[0.9576, 1.8661, 2.039, 1.2506, 2.1239, 0.7759, -0.0234, -0.481, 2.4393]"
10,1.11468,4,0.5,350,4,0.056392399916675585,0.95,0.6,2.0519146151781484,8,0.22879816549162246,0.8464095942295684,323.969,-0.17978,0.145852,-0.019043,0.126789,18.1,"[1.0984, 1.2248, 1.8086, 1.1853, 1.9446, -0.0027, 1.5113, -0.6038, 1.693]"
65,1.104509,9,0.56,450,3,0.02492502083374487,0.55,0.8500000000000001,4.143286229984479,9,0.6746917818741267,3.5831017053390766,163.0651,-0.088188,0.047011,0.04104,0.051387,21.8,"[-0.0051, 1.2805, 2.4957, 1.7314, 1.1168, 0.2383, 1.3464, -0.7369, 2.1527]"
59,1.095708,14,0.56,400,7,0.018896923484810545,0.95,0.9,2.855619052896428,10,0.8874842776710706,3.0843649398392428,144.1467,-0.064956,0.034639,0.031825,0.038511,25.9,"[1.2919, 0.9191, 3.3159, 1.705, 1.1916, 0.512, -0.0873, 0.4156, 1.3104]"
30,1.083965,3,0.61,350,7,0.029310560992617106,0.65,0.8,0.17914710416815782,9,0.20216060605803587,1.3544414986125743,299.0546,-0.127312,0.123752,0.033029,0.121403,32.6,"[0.1784, 2.3486, 0.8481, 1.6135, 0.8505, 1.7761, 1.1574, -0.7229, 1.3421]"
